Id,LotArea,OverallQual,YearBuilt,RoofStyle,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
293,11409,5,1949,Gable,768,Y,1148,568,1,1,3,1,8,1,281,131000
294,16659,7,1977,Gable,795,Y,1468,795,2,1,3,1,9,2,539,235000
295,9600,6,1953,Hip,1416,Y,1644,0,1,0,3,1,7,2,418,167000
296,7937,6,1984,Gable,1003,Y,1003,0,1,0,3,1,6,2,588,142500
297,13710,5,1950,Gable,910,Y,910,648,1,1,4,1,6,1,282,152000
298,7399,7,1997,Hip,975,Y,975,975,2,1,3,1,7,2,576,239000
299,11700,6,1968,Mansard,702,Y,1041,702,1,2,3,1,7,2,539,175000
300,14000,6,1950,Gable,1092,Y,1152,0,1,0,3,1,6,1,300,158500
301,15750,5,1953,Hip,1165,Y,1336,0,1,0,2,1,5,1,375,157000
302,16226,8,1998,Gable,1028,Y,1210,1242,2,1,4,1,9,2,683,267000
303,13704,7,2001,Gable,1541,Y,1541,0,2,0,3,1,6,3,843,205000
304,9800,5,1972,Gable,894,Y,894,0,1,0,3,1,5,2,552,149900
305,18386,7,1880,Gable,1470,Y,1675,1818,3,0,3,1,10,3,870,295000
306,10386,8,2004,Gable,2000,Y,2000,0,2,0,3,1,8,3,888,305900
307,13474,7,1990,Gable,700,Y,1122,1121,2,1,4,1,8,3,746,225000
308,7920,6,1920,Gable,319,Y,1035,371,1,0,3,1,6,0,0,89500
309,12342,4,1940,Gable,861,Y,861,0,1,0,1,1,4,2,539,82500
310,12378,9,2003,Gable,1896,Y,1944,0,2,0,3,1,8,3,708,360000
311,7685,6,1993,Gable,697,Y,697,804,2,1,3,1,6,2,420,165600
312,8000,6,1948,Gable,972,Y,972,0,1,0,2,1,5,1,240,132000
313,7800,5,1939,Gable,793,Y,793,325,1,0,3,1,5,2,410,119900
314,215245,7,1965,Hip,2136,Y,2036,0,2,0,3,1,8,2,513,375000
315,9600,7,1925,Gable,728,Y,832,809,1,1,3,1,6,2,546,178000
316,7795,7,2004,Gable,716,Y,716,716,2,1,3,1,6,2,432,188500
317,13005,7,1980,Gable,845,Y,1153,1200,2,1,4,1,10,2,484,260000
318,9000,8,2006,Gable,1088,Y,1088,871,2,1,3,1,8,3,1025,270000
319,9900,7,1993,Gable,1347,Y,1372,1274,2,1,4,1,9,3,656,260000
320,14115,7,1980,Gable,1372,Y,1472,0,2,0,3,1,6,2,588,187500
321,16259,9,2006,Gable,1249,Y,1249,1347,3,1,4,1,9,3,840,342643
322,12099,8,2004,Gable,1136,Y,1136,1332,2,1,4,1,10,3,872,354000
323,10380,7,1986,Gable,1502,Y,1553,1177,2,1,4,1,8,2,576,301000
324,5820,3,1955,Gable,1162,Y,1163,0,1,0,3,1,6,1,220,126175
325,11275,7,1967,Mansard,710,Y,1898,1080,2,1,5,1,11,2,564,242000
326,5000,5,1941,Gable,720,N,803,0,1,0,2,1,5,2,360,87000
327,10846,8,1993,Gable,1719,Y,1719,0,1,1,1,1,6,2,473,324000
328,11600,6,1960,Hip,1383,Y,1383,0,1,1,3,1,7,1,292,145250
329,11888,6,1916,Gable,844,N,1445,689,2,0,5,1,10,2,441,214500
330,6402,5,1920,Gable,596,N,596,596,1,0,3,1,6,1,189,78000
331,10624,5,1964,Gable,1728,Y,1728,0,2,0,6,2,10,1,352,119000
332,8176,5,1958,Gable,1056,Y,1056,0,1,0,3,1,6,1,308,139000
333,10655,8,2003,Gable,3206,Y,1629,0,2,0,3,1,7,3,880,284000
334,8198,7,2004,Gable,1358,Y,1358,0,2,0,2,1,6,2,484,207000
335,9042,6,1998,Gable,943,Y,943,695,2,1,3,1,7,2,472,192000
336,164660,5,1965,Gable,1499,Y,1619,167,2,0,3,1,7,2,529,228950
337,14157,9,2005,Hip,1922,Y,1922,0,2,0,3,1,8,3,676,377426
338,9135,7,2002,Gable,1536,Y,1536,0,2,0,3,1,7,2,532,214000
339,14145,7,1984,Gable,1208,Y,1621,0,2,0,3,1,8,2,440,202500
340,12400,6,1958,Hip,1215,Y,1215,0,1,0,3,1,6,1,297,155000
341,14191,8,2002,Gable,967,Y,993,915,2,1,4,1,9,2,431,202900
342,8400,4,1950,Gable,721,Y,841,0,1,0,2,1,4,1,294,82000
343,8544,3,1949,Gable,0,N,1040,0,2,0,2,2,6,2,400,87500
344,8849,9,2005,Hip,1684,Y,1684,0,2,0,2,1,6,2,564,266000
345,2592,5,1976,Gable,536,Y,536,576,1,1,3,1,4,1,336,85000
346,6435,6,1939,Gable,972,Y,972,605,1,0,3,1,6,1,312,140200
347,12772,6,1960,Hip,958,Y,958,0,1,0,2,1,5,1,301,151500
348,17600,6,1960,Gable,1478,Y,1478,0,2,0,3,1,6,2,498,157500
349,2448,7,2003,Gable,764,Y,764,862,2,1,2,1,6,2,474,154000
350,20431,9,2005,Hip,1848,Y,1848,880,2,1,4,1,10,3,706,437154
351,7820,9,2007,Hip,1869,Y,1869,0,2,0,2,1,6,2,617,318061
352,5271,7,1986,Gable,1453,Y,1453,0,1,1,2,1,6,2,445,190000
353,9084,5,1941,Gable,616,N,616,495,1,0,3,1,5,1,200,95000
354,8520,6,1928,Gable,624,Y,720,0,1,0,2,1,5,2,484,105900
355,8400,6,1940,Gable,940,Y,1192,403,1,0,2,1,6,1,240,140000
356,11249,6,1995,Gable,1200,Y,1200,0,2,0,3,1,6,2,521,177500
357,9248,6,1992,Gable,1158,Y,1167,0,2,0,3,1,6,2,400,173000
358,4224,5,1976,Gable,1142,Y,1142,0,1,1,3,1,6,2,528,134000
359,6930,5,1958,Hip,1062,Y,1352,0,1,0,3,1,6,1,288,130000
360,12011,8,1998,Gable,1086,Y,1086,838,2,1,3,1,7,2,592,280000
361,7540,6,1978,Gable,888,Y,912,0,1,0,2,1,5,2,470,156000
362,9144,5,1940,Gable,883,Y,988,517,1,0,3,1,8,1,240,145000
363,7301,7,2003,Gable,0,Y,495,1427,3,0,4,1,7,2,672,198500
364,1680,6,1972,Gable,483,Y,483,504,1,1,2,1,5,1,264,118000
365,18800,6,1976,Gable,796,Y,790,784,2,1,3,1,6,2,566,190000
366,10690,5,1920,Hip,672,Y,672,672,1,0,3,1,6,1,468,147000
367,9500,6,1963,Gable,1394,Y,1394,0,1,1,3,1,6,2,514,159000
368,9150,6,1962,Gable,1099,Y,1431,0,1,0,3,1,6,1,296,165000
369,7800,5,1954,Gable,1268,Y,1268,0,1,0,2,1,7,1,244,132000
370,9830,5,1959,Gable,1063,Y,1287,0,1,0,3,1,7,2,576,162000
371,8121,6,2000,Gable,953,Y,953,711,2,1,3,1,7,2,460,172400
372,17120,4,1959,Gable,0,Y,1120,468,2,0,4,1,7,2,680,134432
373,7175,6,1984,Gable,744,Y,752,0,1,0,2,1,4,1,264,125000
374,10634,5,1953,Gable,608,Y,1319,0,1,0,3,1,5,1,270,123000
375,8200,7,2003,Gable,847,Y,847,1081,2,1,4,1,8,2,434,219500
376,10020,1,1922,Gable,683,N,904,0,0,1,1,1,4,0,0,61000
377,8846,5,1996,Gable,870,Y,914,0,1,0,2,1,5,2,576,148000
378,11143,8,2004,Gable,1580,Y,1580,886,3,0,4,1,8,2,610,340000
379,11394,9,2010,Hip,1856,Y,1856,0,1,1,1,1,8,3,834,394432
380,8123,6,2000,Gable,982,Y,1007,793,2,1,3,1,7,2,463,179000
381,5000,5,1924,Gable,1026,Y,1026,665,2,0,3,1,6,1,308,127000
382,7200,7,2006,Gable,1293,Y,1301,0,2,0,2,1,5,2,572,187750
383,9245,7,2006,Gable,939,Y,939,858,2,1,3,1,8,2,639,213500
384,9000,6,1928,Gable,784,N,784,0,1,0,2,1,5,2,360,76000
385,53107,6,1992,Gable,1580,Y,1079,874,2,1,3,1,9,2,501,240000
386,3182,8,2004,Gable,1256,Y,1269,0,2,0,2,1,6,2,430,192000
387,8410,5,1910,Gambrel,658,Y,658,526,1,0,5,1,8,0,0,81000
388,7200,6,1976,Hip,1041,Y,1125,0,1,0,3,1,6,1,352,125000
389,9382,7,1999,Gable,1468,Y,1479,0,2,0,3,1,6,2,577,191000
390,12474,10,2007,Gable,1682,Y,1742,590,2,1,3,1,9,3,846,426000
391,8405,5,1900,Gable,861,Y,961,406,1,0,4,1,7,1,384,119000
392,12209,6,2001,Gable,804,Y,804,1157,2,1,3,1,7,2,560,215000
393,8339,5,1959,Gable,0,Y,882,0,1,0,3,1,5,1,294,106500
394,7446,4,1941,Gable,788,Y,788,0,1,0,2,1,4,0,0,100000
395,10134,5,1940,Gable,735,Y,735,299,1,0,2,1,5,1,240,109000
396,9571,5,1956,Gable,1144,Y,1144,0,1,0,3,1,6,1,596,129000
397,7200,5,1972,Hip,894,Y,894,0,1,0,2,1,6,2,600,123000
398,7590,5,1962,Gable,864,Y,876,936,2,0,4,1,8,1,264,169500
399,8967,5,1920,Gable,961,Y,1077,0,1,0,2,1,6,1,338,67000
400,8125,7,2006,Gable,1092,Y,1112,438,2,0,2,1,7,2,438,241000
401,14963,8,1996,Gable,1260,Y,1288,0,1,1,1,1,4,2,500,245500
402,8767,7,2005,Gable,1310,Y,1310,0,2,0,3,1,6,2,400,164990
403,10200,5,1940,Gable,672,Y,672,0,1,0,2,1,4,1,240,108000
404,12090,8,1998,Hip,1141,Y,1165,1098,2,1,4,1,10,2,420,258000
405,10364,6,1995,Gable,806,Y,806,766,2,1,3,1,7,2,373,168000
406,9991,4,1976,Gable,1281,Y,1620,0,2,0,3,1,8,2,490,150000
407,10480,6,1936,Gable,1064,Y,1166,0,1,0,3,1,6,1,240,115000
408,15576,6,1915,Gable,840,Y,840,840,2,0,4,1,8,1,308,177000
409,14154,7,2006,Gable,1063,Y,1071,1101,2,1,3,1,9,3,947,280000
410,10800,8,2007,Gable,1034,Y,1050,1028,2,1,3,1,8,3,836,339750
411,9571,5,1958,Gable,1276,Y,1276,0,1,0,3,1,5,1,350,60000
412,34650,5,1955,Hip,1056,N,1056,0,1,0,3,1,5,2,572,145000
413,4403,7,2009,Gable,1470,Y,1478,0,2,1,2,1,7,2,484,222000
414,8960,5,1927,Gable,1008,Y,1028,0,1,0,2,1,5,2,360,115000
415,11228,7,1993,Gable,1080,Y,1080,1017,2,1,3,1,9,3,678,228000
416,8899,7,2007,Gable,1340,Y,1340,0,2,0,3,1,6,2,396,181134
417,7844,6,1978,Hip,672,Y,672,728,1,1,3,1,6,2,440,149500
418,22420,6,1918,Hip,1370,N,1370,1254,2,1,4,1,10,3,864,239000
419,8160,5,1940,Gable,756,N,756,378,1,1,3,1,7,1,240,126000
420,8450,5,1968,Gable,1056,Y,1056,0,1,0,3,1,6,1,304,142000
421,7060,7,1997,Gable,1344,Y,1344,0,2,0,2,2,8,4,784,206300
422,16635,6,1977,Gable,1602,Y,1602,0,2,0,3,1,8,2,529,215000
423,21750,5,1954,Hip,988,Y,988,0,1,0,2,1,4,2,520,113000
424,9200,8,1998,Gable,1470,Y,1470,1160,2,1,4,1,8,3,696,315000
425,9000,6,1956,Gable,1196,Y,1196,0,1,0,2,1,6,1,297,139000
426,3378,7,1946,Gable,651,Y,707,682,1,1,3,1,6,1,240,135000
427,12800,7,1989,Gable,1518,Y,1644,0,2,0,2,1,5,2,569,275000
428,8593,4,1957,Hip,907,Y,907,0,1,0,3,1,5,1,352,109008
429,6762,7,2007,Gable,1208,Y,1208,0,2,0,2,1,6,2,628,195400
430,11457,6,1988,Gable,1392,Y,1412,0,2,0,3,1,6,2,576,175000
431,1680,6,1971,Gable,483,Y,483,504,1,1,2,1,4,1,264,85400
432,5586,6,1920,Gable,901,Y,1088,110,1,0,4,1,7,0,0,79900
433,1920,5,1971,Gable,765,Y,765,600,1,1,2,1,6,2,440,122500
434,10839,6,1997,Gable,926,Y,926,678,2,1,3,1,7,2,470,181000
435,1890,4,1972,Gable,630,Y,630,0,1,0,1,1,3,0,0,81000
436,10667,7,1996,Gable,799,Y,827,834,2,1,3,1,6,2,550,212000
437,4400,6,1920,Gable,648,Y,734,384,1,0,2,1,6,2,440,116000
438,6000,6,1926,Gable,884,Y,904,0,1,0,2,1,4,1,180,119000
439,4280,5,1913,Gable,440,N,694,0,1,0,2,1,4,1,352,90350
440,12354,6,1920,Gable,684,Y,684,512,1,0,3,1,7,2,528,110000
441,15431,10,2008,Hip,3094,Y,2402,0,2,0,2,1,10,3,672,555000
442,12108,4,1955,Gable,1440,N,1440,0,2,0,4,2,8,0,0,118000
443,6240,5,1930,Gable,1078,Y,1128,445,2,0,3,1,8,2,360,162900
444,3922,7,2006,Gable,1258,Y,1258,0,2,0,2,1,6,3,648,172500
445,8750,7,1994,Gable,915,Y,933,975,2,1,4,1,8,2,493,210000
446,9855,6,1956,Hip,1436,Y,1689,0,1,0,3,1,7,2,480,127500
447,16492,6,1966,Gable,1517,Y,1888,0,2,1,2,1,6,2,578,190000
448,11214,7,1998,Gable,930,Y,956,930,2,1,4,1,10,2,431,199900
449,8600,6,1937,Gable,780,Y,780,596,2,0,3,1,7,1,198,119500
450,6000,3,1948,Gable,649,Y,679,504,1,1,2,1,6,1,308,120000
451,5684,6,1930,Hip,813,Y,813,0,1,0,2,1,5,1,270,110000
452,70761,7,1975,Gable,1533,Y,1533,0,2,0,2,1,5,2,576,280000
453,9303,6,1996,Hip,872,Y,888,868,2,1,3,1,7,2,422,204000
454,9000,8,2008,Gable,768,Y,786,804,2,1,3,1,6,2,676,210000
455,9297,5,1976,Gable,1728,Y,1728,0,2,0,4,2,8,2,560,188000
456,9600,7,1973,Hip,1242,Y,1242,0,1,1,3,1,6,2,528,175500
457,4571,5,1916,Gable,624,N,624,720,1,0,4,1,7,3,513,98000
458,53227,4,1954,Flat,1364,Y,1663,0,1,0,2,1,6,2,529,256000
459,5100,8,1925,Hip,588,Y,833,833,1,0,3,1,7,1,228,161000
460,7015,5,1950,Gable,709,Y,979,224,1,0,3,1,5,1,352,110000
461,8004,8,2009,Gable,832,Y,832,1103,2,1,3,1,8,2,552,263435
462,7200,7,1936,Gable,560,Y,575,560,1,0,3,1,6,2,576,155000
463,8281,5,1965,Gable,864,Y,864,0,1,0,3,1,5,1,360,62383
464,11988,6,1934,Hip,715,Y,849,811,1,1,3,1,6,1,240,188700
465,8430,5,1978,Gable,1040,Y,1040,0,2,0,3,1,5,0,0,124000
466,3072,7,2004,Hip,1375,Y,1414,0,2,0,2,1,6,2,398,178740
467,10628,7,1970,Flat,1277,Y,1277,0,1,0,2,1,5,2,526,167000
468,9480,5,1942,Gable,728,Y,888,756,1,1,3,1,7,1,312,146500
469,11428,8,2006,Gable,1626,Y,1634,0,2,0,3,1,7,3,866,250000
470,9291,6,1993,Gable,832,Y,832,878,2,1,3,1,7,2,506,187000
471,6820,8,1985,Gable,1488,Y,1502,0,1,1,1,1,4,2,528,212000
472,11952,7,1977,Mansard,808,Y,1161,808,2,1,3,1,8,2,534,190000
473,3675,6,2005,Gable,547,Y,1072,0,1,0,2,1,5,2,525,148000
474,14977,8,2006,Gable,1976,Y,1976,0,2,0,2,1,7,3,908,440000
475,5330,8,2000,Gable,1494,Y,1652,0,2,0,2,1,6,2,499,251000
476,8480,5,1963,Hip,970,Y,970,0,1,0,2,1,5,2,624,132500
477,13125,6,1997,Gable,1478,Y,1493,0,2,0,3,1,7,2,508,208900
478,13693,9,2006,Hip,2153,Y,2069,574,2,1,3,1,9,3,694,380000
479,10637,8,2007,Hip,1705,Y,1718,0,2,0,3,1,7,3,826,297000
480,5925,4,1937,Hip,907,Y,1131,0,1,0,2,1,7,2,672,89471
481,16033,9,2004,Hip,1833,Y,1850,0,2,0,3,1,8,3,772,326000
482,11846,9,2003,Hip,1792,Y,1792,0,2,0,2,1,6,3,874,374000
483,2500,7,1915,Gable,910,Y,916,910,1,1,4,1,7,1,164,155000
484,4500,6,1998,Hip,1216,Y,1216,0,2,0,2,1,5,2,402,164000
485,7758,5,1962,Gable,999,Y,999,0,1,0,3,1,6,1,264,132500
486,9600,5,1950,Gable,1113,Y,1113,0,1,0,3,1,5,1,264,147000
487,10289,5,1965,Hip,1073,Y,1073,0,1,1,3,1,6,2,515,156000
488,12243,5,1971,Gable,1484,Y,1484,0,2,0,3,1,7,2,487,175000
489,10800,5,1900,Gable,954,N,1766,648,2,0,3,2,10,2,520,160000
490,1526,4,1970,Gable,630,Y,630,0,1,0,1,1,3,1,286,86000
491,2665,5,1976,Gable,264,Y,616,688,1,1,3,1,4,1,336,115000
492,9490,6,1941,Gable,806,Y,958,620,1,0,3,1,5,1,240,133000
493,15578,6,2006,Gable,728,Y,728,728,2,1,3,1,8,2,429,172785
494,7931,5,1960,Gable,1269,Y,1269,0,1,1,3,1,6,1,308,155000
495,5784,5,1938,Gable,190,Y,886,0,1,0,2,1,4,1,273,91300
496,7879,4,1920,Gable,720,N,720,0,1,0,2,1,4,0,0,34900
497,12692,8,1992,Hip,3200,Y,3228,0,3,0,4,1,10,2,546,430000
498,9120,7,1925,Gable,1026,Y,1133,687,2,0,4,1,8,1,240,184000
499,7800,5,1967,Hip,864,Y,899,0,1,0,3,1,5,1,288,130000
500,7535,5,1958,Gable,912,Y,912,0,1,0,2,1,5,1,297,120000
501,1890,6,1973,Gable,672,Y,672,546,1,1,3,1,7,1,264,113000
502,9803,7,2005,Gable,866,Y,866,902,2,1,3,1,7,2,603,226700
503,9170,5,1965,Hip,1214,Y,1214,0,1,0,2,1,6,2,461,140000
504,15602,7,1959,Gable,1501,Y,1801,0,2,0,1,1,6,2,484,289000
505,2308,6,1974,Gable,855,Y,855,467,2,1,3,1,6,2,440,147000
506,7596,5,1952,Hip,960,Y,960,1000,2,0,4,2,10,2,400,124500
507,9554,8,1993,Gable,777,Y,1065,846,2,1,3,1,8,2,471,215000
508,7862,6,2009,Gable,1218,Y,1218,0,2,0,2,1,4,2,676,208300
509,9600,7,1928,Gambrel,689,Y,689,689,2,0,3,1,7,2,360,161000
510,9600,5,1959,Gable,1041,Y,1041,0,1,0,3,1,6,1,270,124500
511,14559,5,1951,Hip,1008,Y,1363,0,1,0,2,1,6,1,288,164900
512,6792,7,2005,Gable,1368,Y,1368,0,2,0,2,1,6,2,474,202665
513,9100,5,1958,Gable,864,Y,864,0,1,0,3,1,5,2,624,129900
514,9187,6,1983,Gable,1084,Y,1080,0,1,1,3,1,5,2,484,134000
515,10594,5,1926,Gable,768,N,789,0,1,0,2,1,5,1,200,96500
516,12220,10,2009,Hip,2006,Y,2020,0,2,1,3,1,9,3,900,402861
517,10448,6,1972,Gable,689,Y,1378,741,2,1,3,1,7,2,583,158000
518,10208,7,1996,Gable,1264,Y,1277,1067,2,1,3,1,7,3,889,265000
519,9531,6,1998,Gable,794,Y,882,914,2,1,3,1,7,2,546,211000
520,10918,7,1926,Gambrel,1276,Y,1276,804,1,1,3,1,9,1,282,234000
521,10800,4,1900,Gable,0,N,694,600,2,0,3,2,7,0,0,106250
522,11988,6,1957,Gable,1244,Y,1244,0,1,1,3,1,6,1,336,150000
523,5000,6,1947,Gable,1004,Y,1004,660,2,0,3,1,7,2,420,159000
524,40094,10,2007,Hip,3138,Y,3138,1538,3,1,3,1,11,3,884,184750
525,11787,7,1996,Gable,1379,Y,1383,1015,2,1,3,1,8,3,834,315750
526,7500,7,2005,Gable,1257,Y,1266,0,2,0,3,1,6,2,453,176000
527,13300,5,1956,Hip,928,Y,928,0,1,0,2,1,4,1,252,132000
528,14948,9,2008,Hip,1452,Y,1476,1237,2,1,3,1,11,3,858,446261
529,9098,4,1920,Gable,528,Y,605,0,1,0,2,1,5,0,0,86000
530,32668,6,1957,Hip,2035,Y,2515,0,3,0,4,2,9,2,484,200624
531,10200,6,1988,Gable,1461,Y,1509,0,2,0,3,1,5,2,600,175000
532,6155,6,1920,Gable,611,Y,751,611,2,0,3,1,6,2,502,128000
533,7200,5,1955,Gable,0,Y,827,0,1,0,2,1,5,1,392,107500
534,5000,1,1946,Gable,0,N,334,0,1,0,1,1,2,0,0,39300
535,9056,8,2004,Gable,707,Y,707,707,2,1,3,1,6,2,403,178000
536,7000,5,1910,Gable,1117,Y,820,527,1,0,3,1,5,0,0,107500
537,8924,7,1998,Gable,880,Y,880,844,2,1,3,1,8,2,527,188000
538,12735,4,1972,Hip,864,Y,864,0,1,0,3,1,5,2,576,111250
539,11553,5,1968,Hip,1051,Y,1159,0,1,1,3,1,7,1,336,158000
540,11423,8,2001,Gable,1581,Y,1601,0,2,0,3,1,6,2,670,272000
541,14601,9,2006,Hip,1838,Y,1838,0,2,0,2,1,8,3,765,315000
542,11000,8,2000,Gable,969,Y,997,1288,2,1,4,1,8,3,648,248000
543,10140,7,1998,Hip,1650,Y,1680,0,2,0,3,1,7,2,583,213250
544,4058,7,1998,Gable,723,Y,767,0,1,0,1,1,4,1,367,133000
545,17104,7,2006,Gable,654,Y,664,832,2,1,3,1,7,2,426,179665
546,13837,7,1988,Gable,1204,Y,1377,806,2,1,4,1,9,3,786,229000
547,8737,6,1923,Gable,1065,Y,915,720,1,1,3,1,6,2,440,210000
548,7244,5,1970,Gable,768,Y,768,0,1,0,2,1,5,2,624,129500
549,8235,5,1955,Gable,825,Y,825,0,1,0,2,1,4,2,720,125000
550,9375,7,2003,Gable,912,Y,912,1182,2,1,4,1,8,2,615,263000
551,4043,6,1977,Gable,1069,Y,1069,0,2,0,2,1,4,2,440,140000
552,6000,5,1957,Hip,928,Y,928,0,1,0,3,1,5,1,288,112500
553,11146,8,2006,Gable,1709,Y,1717,0,2,0,3,1,7,3,908,255500
554,8777,4,1949,Gable,0,Y,1126,0,2,0,2,1,5,2,520,108000
555,10625,7,2003,Gable,998,Y,1006,1040,2,1,3,1,8,3,871,284000
556,6380,5,1922,Gable,993,Y,1048,0,1,0,2,1,5,1,280,113000
557,14850,5,1957,Gable,1092,Y,1092,0,1,0,2,1,6,1,299,141000
558,11040,4,1920,Gable,637,Y,897,439,1,1,3,1,7,1,570,108000
559,21872,7,1996,Gable,729,Y,729,717,2,1,3,1,6,2,406,175000
560,3196,7,2003,Gable,1374,Y,1557,0,2,0,2,1,7,2,420,234000
561,11341,5,1957,Hip,1392,Y,1392,0,1,1,3,1,5,2,528,121500
562,10010,5,1974,Gable,1389,Y,1389,0,1,0,2,1,6,2,418,170000
563,13907,5,1940,Gable,996,Y,996,0,1,0,3,1,6,0,0,108000
564,21780,6,1918,Gable,1163,Y,1163,511,2,0,4,1,8,2,396,185000
565,13346,7,1992,Gable,1095,Y,1166,1129,2,1,4,1,9,2,590,268000
566,6858,6,1915,Gable,806,N,841,806,1,1,4,1,6,1,216,128000
567,11198,9,2005,Hip,1122,Y,1134,1370,2,1,4,1,11,3,656,325000
568,10171,7,2004,Gable,1517,Y,1535,0,2,0,3,1,7,2,532,214000
569,12327,8,1983,Gable,1496,Y,1496,636,1,1,1,1,5,2,612,316600
570,7032,5,1979,Gable,943,Y,943,0,1,0,2,1,4,2,600,135960
571,13101,5,1965,Gable,1728,Y,1728,0,2,0,6,2,10,2,576,142600
572,7332,6,1959,Gable,864,Y,864,0,1,0,2,1,4,1,288,120000
573,13159,7,2009,Gable,846,Y,846,846,2,1,3,1,6,2,650,224500
574,9967,7,2000,Gable,384,Y,774,656,2,1,3,1,8,2,400,170000
575,10500,5,1971,Gambrel,372,Y,576,533,1,0,3,1,5,1,288,139000
576,8480,5,1947,Gable,832,Y,832,384,1,0,2,1,6,1,336,118500
577,6292,7,1928,Gable,861,Y,877,600,2,0,3,1,6,1,216,145000
578,11777,5,1966,Gable,1164,Y,1320,0,1,0,3,1,6,2,564,164500
579,3604,7,2007,Gable,689,Y,703,689,2,0,2,1,5,2,540,146000
580,12150,5,1954,Gable,1050,N,1050,745,2,0,4,1,7,1,352,131500
581,14585,6,1960,Gable,1144,Y,1429,0,1,0,3,1,7,2,572,181900
582,12704,8,2008,Hip,2042,Y,2042,0,2,1,3,1,8,3,1390,253293
583,11841,6,1990,Gable,816,Y,816,0,1,0,3,1,5,0,0,118500
584,13500,10,1893,Gable,1237,Y,1521,1254,3,1,3,1,9,2,880,325000
585,6120,4,1935,Gable,884,Y,989,584,1,0,3,1,6,1,240,133000
