Id,LotArea,OverallQual,YearBuilt,RoofStyle,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
586,11443,8,2005,Hip,1868,Y,2028,0,2,0,2,1,7,3,880,369900
587,10267,6,1918,Gable,816,Y,838,0,1,0,2,1,5,1,275,130000
588,8740,5,1982,Hip,840,Y,860,0,1,0,2,1,4,2,528,137000
589,25095,5,1968,Flat,1437,Y,1473,0,1,0,1,1,5,1,452,143000
590,9100,5,1930,Gable,742,Y,779,0,1,0,2,1,4,1,308,79500
591,8320,7,2004,Gable,770,Y,770,812,2,1,3,1,6,2,520,185900
592,13478,10,2008,Gable,1722,Y,1728,568,2,1,3,1,10,3,842,451950
593,6600,5,1982,Gable,816,Y,816,0,1,0,2,1,4,2,816,138000
594,4435,6,2003,Gable,848,Y,848,0,1,0,1,1,4,2,420,140000
595,7990,5,1975,Hip,924,Y,924,0,1,0,3,1,5,1,280,110000
596,11302,8,2005,Gable,1814,Y,1826,0,2,0,3,1,7,3,758,319000
597,3600,6,1910,Gable,684,N,684,684,1,0,3,1,7,1,216,114504
598,3922,7,2006,Gable,1258,Y,1402,0,0,2,2,1,7,3,648,194201
599,12984,5,1977,Gable,1430,Y,1647,0,2,0,3,1,7,2,621,217500
600,1950,6,1980,Gable,716,Y,716,840,2,1,3,1,6,2,452,151000
601,10927,8,2005,Gable,1058,Y,1058,846,2,1,3,1,8,2,736,275000
602,9000,6,1937,Gable,780,Y,780,595,1,1,3,1,6,1,544,141000
603,10041,8,1992,Gable,908,Y,927,988,2,1,3,1,8,2,506,220000
604,3182,7,2004,Gable,600,Y,600,600,2,1,2,1,4,2,480,151000
605,12803,7,2002,Gable,1494,Y,1494,0,2,0,3,1,6,2,530,221000
606,13600,7,1965,Gable,768,Y,1186,800,2,1,3,1,7,2,486,205000
607,12464,5,1996,Gable,1040,Y,1040,0,1,0,3,1,6,2,576,152000
608,7800,5,1948,Gable,896,Y,1112,896,3,0,3,1,8,1,230,225000
609,12168,8,1934,Gable,965,Y,1940,1254,2,1,4,1,10,2,380,359100
610,7943,4,1961,Gable,1029,Y,1029,0,1,0,3,1,5,1,261,118500
611,11050,9,2000,Hip,1440,Y,1476,677,2,1,3,1,8,3,736,313000
612,10395,6,1978,Gable,1032,Y,1032,0,2,0,3,1,6,2,564,148000
613,11885,8,2001,Gable,1299,Y,1299,573,2,1,3,1,7,2,531,261500
614,8402,5,2007,Gable,1120,Y,1120,0,1,0,3,1,6,0,0,147000
615,1491,4,1972,Gable,630,Y,630,0,1,0,1,1,3,0,0,75500
616,8800,6,1963,Gable,936,Y,1054,0,1,0,3,1,6,2,480,137500
617,7861,6,2002,Gable,783,Y,807,702,2,1,3,1,7,2,393,183200
618,7227,6,1954,Gable,832,Y,832,0,1,0,2,1,4,2,528,105500
619,11694,9,2007,Hip,1822,Y,1828,0,2,0,3,1,9,3,774,314813
620,12244,8,2003,Hip,1482,Y,1482,780,2,1,4,1,10,3,749,305000
621,8248,3,1914,Gable,864,N,864,0,1,0,2,1,5,0,0,67000
622,10800,6,1974,Gable,1522,Y,1548,1066,2,1,4,1,9,2,624,240000
623,7064,5,1977,Gable,980,Y,980,0,1,0,3,1,6,2,484,135000
624,2117,6,2000,Gable,756,Y,756,756,2,1,2,1,4,2,440,168500
625,10400,6,1972,Gable,732,Y,1012,778,1,2,4,1,8,2,484,165150
626,10000,6,1962,Hip,1116,Y,1116,0,1,1,3,1,5,2,440,160000
627,12342,5,1960,Hip,978,Y,1422,0,1,0,3,1,6,1,286,139900
628,9600,6,1955,Gable,1156,Y,1520,0,1,0,3,1,7,1,364,153000
629,11606,5,1969,Gable,1040,Y,1040,1040,1,2,5,1,9,2,504,135000
630,9020,6,1964,Gable,1248,Y,1350,0,1,1,3,1,6,2,520,168500
631,9000,5,1880,Gable,636,Y,1089,661,1,0,3,1,8,1,240,124000
632,4590,8,2006,Gable,1554,Y,1554,0,2,0,2,1,6,2,627,209500
633,11900,7,1977,Hip,1386,Y,1411,0,2,0,3,1,6,2,544,82500
634,9250,5,1954,Gable,1056,Y,1056,0,1,0,3,1,6,1,260,139400
635,6979,6,1980,Gable,1056,Y,1056,0,0,0,0,2,4,2,576,144000
636,10896,6,1914,Hip,1440,Y,1440,1440,2,0,8,2,14,0,0,200000
637,6120,2,1936,Gable,264,N,800,0,1,0,1,1,4,0,0,60000
638,6000,5,1954,Gable,811,Y,811,576,2,0,3,2,7,1,256,93000
639,8777,5,1910,Gable,796,Y,796,0,1,0,2,1,4,0,0,85000
640,3982,8,2006,Hip,1520,Y,1567,0,2,0,1,1,7,3,648,264561
641,12677,8,2003,Hip,1518,Y,1518,0,1,1,1,1,6,2,588,274000
642,7050,7,2001,Gable,1057,Y,1057,872,2,1,3,1,7,2,650,226000
643,13860,8,1972,Gable,1952,Y,2000,704,2,1,4,1,9,2,538,345000
644,10793,5,1969,Mansard,780,Y,780,840,2,1,4,1,7,2,462,152000
645,9187,9,2009,Gable,1766,Y,1766,0,2,1,2,1,7,3,478,370878
646,10530,6,1971,Hip,981,Y,981,0,1,1,3,1,5,2,576,143250
647,7200,5,1950,Hip,0,Y,1048,0,1,0,3,1,7,2,420,98300
648,10452,6,1953,Hip,1094,Y,1094,0,1,0,3,1,5,2,495,155000
649,7700,6,1966,Gable,756,Y,1051,788,1,1,4,1,7,2,442,155000
650,1936,4,1970,Gable,630,Y,630,0,1,0,1,1,3,0,0,84500
651,8125,7,2007,Gable,813,Y,822,843,2,1,3,1,7,2,562,205950
652,9084,4,1940,Gable,755,Y,755,755,1,0,4,1,7,1,296,108000
653,8750,7,1996,Gable,880,Y,909,807,2,1,2,1,7,2,512,191000
654,10320,6,1906,Gable,756,Y,756,713,1,0,3,1,7,1,216,135000
655,10437,8,1995,Hip,2109,Y,2113,0,2,1,2,1,7,3,839,350000
656,1680,6,1971,Gable,525,Y,525,567,1,1,3,1,6,1,264,88000
657,10007,5,1959,Gable,1053,Y,1053,0,1,1,3,1,5,1,312,145500
658,7200,7,1931,Gable,776,Y,851,651,1,1,3,1,6,1,270,149000
659,17503,6,1948,Gable,912,Y,912,546,1,0,3,1,6,1,330,97500
660,9937,5,1964,Hip,1486,Y,1486,0,1,0,3,1,7,2,480,167000
661,12384,7,1976,Gable,793,Y,1142,793,2,1,3,1,7,2,550,197900
662,46589,8,1994,Hip,1629,Y,1686,762,2,1,4,1,8,3,711,402000
663,13560,6,1968,Hip,1392,Y,1392,0,1,0,2,1,5,2,576,110000
664,10012,4,1972,Gable,1138,Y,1181,0,2,0,3,1,6,2,588,137500
665,20896,8,2005,Gable,2077,Y,2097,0,1,1,1,1,8,3,1134,423000
666,11194,8,2000,Gable,1406,Y,1454,482,2,1,3,1,7,2,504,230500
667,18450,6,1965,Flat,1021,Y,1465,915,2,1,3,1,7,2,596,129000
668,8125,6,1994,Gable,1408,Y,1679,0,2,0,3,1,7,2,575,193500
669,14175,5,1956,Gable,1188,Y,1437,0,1,1,3,1,6,2,576,168000
670,11600,4,1922,Gable,700,Y,1180,0,1,0,2,1,5,1,252,137500
671,8633,6,2005,Gable,738,Y,738,738,2,1,3,1,7,2,540,173500
672,6629,6,1925,Gambrel,672,N,697,672,2,0,3,1,6,1,300,103600
673,11250,6,1977,Gable,1208,Y,1208,0,1,1,3,1,6,2,546,165000
674,14442,6,1957,Hip,1477,Y,1839,0,2,0,3,1,7,2,416,257500
675,9200,6,1965,Gable,1136,Y,1136,0,1,0,3,1,5,1,384,140000
676,2289,6,1978,Gable,855,Y,855,586,2,1,3,1,7,2,440,148500
677,9600,4,1900,Gable,1095,N,1095,679,2,0,4,2,8,3,779,87000
678,9022,5,1924,Gable,768,Y,792,0,1,0,2,1,5,1,240,109500
679,11844,8,2008,Hip,2046,Y,2046,0,2,1,3,1,7,3,834,372500
680,9945,5,1961,Hip,988,Y,988,0,1,0,3,1,5,2,572,128500
681,8012,6,1980,Gable,923,Y,923,0,2,0,2,1,5,1,264,143000
682,4500,5,1932,Gable,793,Y,848,672,1,0,3,1,6,1,281,159434
683,2887,6,1996,Gable,1291,Y,1291,0,1,0,2,1,6,2,431,173000
684,11248,9,2002,Hip,1626,Y,1668,0,2,0,3,1,7,3,702,285000
685,16770,7,1998,Gable,1195,Y,1195,644,2,1,4,1,7,2,486,221000
686,5062,7,1984,Gable,1190,Y,1190,900,2,0,3,1,6,2,577,207500
687,10207,7,2007,Gable,874,Y,874,887,3,0,3,1,7,2,578,227875
688,5105,7,2004,Gable,551,Y,551,551,2,1,2,1,4,2,480,148800
689,8089,8,2007,Gable,1419,Y,1419,0,2,0,2,1,7,2,567,392000
690,7577,6,2005,Gable,1362,Y,1362,0,2,0,2,1,6,2,460,194700
691,4426,6,2004,Gable,848,Y,848,0,1,0,1,1,3,2,420,141000
692,21535,10,1994,Gable,2444,Y,2444,1872,3,1,4,1,10,3,832,755000
693,26178,7,1989,Hip,1210,Y,1238,1281,2,1,4,1,9,2,628,335000
694,5400,5,1921,Gable,1073,Y,1073,0,1,0,2,1,4,1,326,108480
695,6120,5,1936,Gable,927,Y,1067,472,1,1,3,1,5,2,576,141500
696,13811,6,1987,Gable,1112,Y,1137,0,2,0,2,1,5,2,551,176000
697,6000,5,1921,Gable,616,Y,616,0,1,0,2,1,4,1,205,89000
698,6420,5,1952,Gable,980,Y,1148,0,1,0,2,1,6,1,308,123500
699,8450,5,1965,Gable,894,Y,894,0,1,0,3,1,5,1,336,138500
700,4282,7,2004,Gable,1391,Y,1391,0,2,0,2,1,5,2,530,196000
701,14331,8,2002,Hip,1800,Y,1800,0,2,0,3,1,7,3,765,312500
702,9600,7,1969,Hip,1164,Y,1164,0,1,1,3,1,6,2,528,140000
703,12438,8,2006,Hip,1234,Y,1264,1312,2,1,4,1,10,3,666,361919
704,7630,5,1900,Gable,360,Y,1032,780,2,0,4,2,8,2,672,140000
705,8400,7,2004,Gable,1473,Y,1484,0,2,0,3,1,7,2,606,213000
706,5600,4,1930,Hip,0,N,372,720,2,0,3,2,7,0,0,55000
707,115149,7,1971,Gable,1643,Y,1824,0,2,0,2,1,5,2,739,302000
708,6240,8,2006,Hip,1324,Y,1324,0,2,0,2,1,6,2,550,254000
709,9018,7,2007,Hip,728,Y,728,728,2,1,3,1,8,2,400,179540
710,7162,5,1966,Gable,876,Y,904,0,1,0,3,1,6,1,408,109900
711,4130,3,1935,Gable,270,Y,729,0,1,0,2,1,5,0,0,52000
712,8712,4,1900,Gable,859,Y,859,319,1,0,2,1,7,1,384,102776
713,4671,8,1988,Gable,1228,Y,1228,0,2,0,2,1,5,2,472,189000
714,9873,4,1970,Gable,960,N,960,0,1,0,3,1,6,2,576,129000
715,13517,6,1976,Gable,725,Y,725,754,2,1,3,1,6,2,475,130500
716,10140,6,1974,Hip,1064,Y,1350,0,2,0,3,1,7,2,478,165000
717,10800,7,1890,Gable,718,Y,1576,978,1,1,3,1,8,2,704,159500
718,10000,5,1973,Gable,1176,Y,1178,0,1,1,3,1,5,2,439,157000
719,10542,7,1993,Hip,1311,Y,1325,1093,2,1,3,1,9,3,983,341000
720,9920,5,1969,Gable,971,Y,971,0,1,1,3,1,5,1,300,128500
721,6563,8,1985,Gable,1742,Y,1742,0,2,0,2,1,5,2,564,275000
722,4426,6,2004,Gable,848,Y,848,0,1,0,1,1,3,2,420,143000
723,8120,4,1970,Gable,864,Y,864,0,1,0,3,1,5,2,463,124500
724,8172,4,1954,Gable,941,Y,997,473,2,0,4,1,7,1,548,135000
725,13286,9,2007,Hip,1698,Y,1698,0,2,0,3,1,8,3,768,320000
726,6960,4,1970,Gable,864,Y,864,0,1,0,3,1,5,2,660,120500
727,21695,6,1988,Hip,880,Y,1680,0,2,0,3,1,5,2,540,222000
728,7314,7,2007,Gable,1232,Y,1232,0,2,0,2,1,6,2,632,194500
729,11475,5,1958,Gable,1584,Y,1776,0,2,0,4,2,9,3,888,110000
730,6240,4,1925,Gable,780,Y,848,0,1,0,2,1,5,2,539,103000
731,5389,8,1995,Gable,1595,Y,1616,0,2,0,2,1,5,2,608,236500
732,9590,7,2003,Gable,868,Y,1146,0,2,0,3,1,6,2,438,187500
733,11404,7,1998,Gable,1153,Y,1153,878,2,1,3,1,8,2,541,222500
734,10000,5,1961,Hip,864,Y,1144,0,1,0,3,1,6,1,264,131400
735,8978,5,1968,Gable,948,Y,948,0,1,0,3,1,6,1,300,108000
736,10800,7,1914,Gable,880,N,880,888,1,1,2,1,6,2,320,163000
737,8544,3,1950,Gable,0,N,1040,0,2,0,2,2,6,2,400,93500
738,10463,8,2005,Gable,893,Y,901,900,2,1,3,1,8,3,800,239900
739,10800,5,1987,Gable,1200,Y,1200,0,3,0,3,1,5,0,0,179000
740,9313,7,2004,Gable,864,Y,864,864,2,1,3,1,7,2,572,190000
741,9600,5,1910,Gable,264,Y,768,664,2,0,2,1,7,2,360,132000
742,6768,6,1961,Hip,912,Y,912,0,1,0,3,1,5,1,288,142000
743,8450,7,2000,Gable,1349,Y,1349,0,2,0,3,1,6,2,539,179000
744,12886,5,1963,Gable,520,Y,1464,0,2,0,3,1,6,2,480,175000
745,5395,8,1993,Gable,1337,Y,1337,0,2,0,2,1,5,2,462,180000
746,8963,8,1976,Hip,1142,Y,1175,1540,3,1,4,1,11,2,831,299800
747,8795,7,2000,Gable,952,Y,980,1276,2,1,4,1,8,2,554,236000
748,11700,7,1880,Mansard,1240,N,1320,1320,1,1,4,1,8,4,864,265979
749,10593,7,1996,Hip,1720,Y,1720,0,2,0,3,1,7,2,527,260400
750,8405,4,1945,Gable,0,N,1088,441,2,0,4,1,9,1,240,98000
751,8800,4,1910,Gable,576,Y,792,348,1,0,3,1,7,0,0,96500
752,7750,7,2003,Gable,660,Y,660,660,2,1,3,1,6,2,400,162000
753,9236,6,1997,Gable,1479,Y,1494,0,2,0,3,1,6,2,576,217000
754,10240,8,2005,Gable,1030,Y,1038,1060,2,1,3,1,8,3,878,275500
755,7930,6,1969,Gable,1026,Y,1026,0,1,0,3,1,5,2,440,156000
756,3230,6,1999,Gable,729,Y,742,729,2,1,3,1,6,2,440,172500
757,10769,8,2007,Gable,866,Y,866,902,2,1,3,1,7,2,578,212000
758,11616,6,1978,Hip,672,Y,672,714,2,1,3,1,6,2,440,158900
759,2280,7,1999,Gable,744,Y,757,744,2,1,3,1,6,2,440,179400
760,12257,8,1995,Gable,1318,Y,1328,1203,2,1,4,1,9,3,752,290000
761,9100,6,1959,Hip,864,Y,864,0,1,0,2,1,5,1,300,127500
762,6911,5,1924,Gable,1145,Y,1301,0,1,0,2,1,5,2,440,100000
763,8640,7,2009,Gable,756,Y,764,783,2,1,3,1,7,2,614,215200
764,9430,8,1999,Gable,1252,Y,1268,1097,2,1,3,1,8,3,856,337000
765,9549,8,1995,Hip,1494,Y,1494,0,1,1,2,1,6,2,481,270000
766,14587,9,2008,Gable,1498,Y,1506,0,2,0,2,1,6,2,592,264132
767,10421,7,1988,Gable,980,Y,980,734,2,1,3,1,7,2,496,196500
768,12508,6,1940,Gable,983,Y,983,767,2,0,4,1,7,1,423,160000
769,9100,7,2004,Hip,1860,Y,1836,0,2,0,3,1,8,2,484,216837
770,53504,8,2003,Hip,1650,Y,1690,1589,3,1,4,1,12,3,841,538000
771,7252,5,1982,Hip,858,Y,858,0,1,0,2,1,5,2,576,134900
772,8877,4,1951,Gable,836,Y,1220,0,1,0,2,1,6,2,396,102000
773,7819,6,1976,Gable,1029,Y,1117,0,1,0,3,1,6,2,672,107000
774,10150,5,1958,Gable,912,Y,912,0,1,0,2,1,5,1,275,114500
775,14226,8,2006,Hip,1935,Y,1973,0,2,0,3,1,9,3,895,395000
776,4500,6,1998,Hip,1204,Y,1204,0,2,0,2,1,5,2,412,162000
777,11210,7,2005,Gable,1614,Y,1614,0,2,0,3,1,7,3,865,221500
778,13350,5,1974,Hip,864,Y,894,0,1,0,3,1,5,2,440,142500
779,8400,5,1977,Gable,0,Y,2020,0,2,0,4,2,10,2,630,144000
780,10530,6,1977,Gable,975,Y,1004,0,1,0,2,1,4,2,504,135000
781,7875,7,1995,Gable,1237,Y,1253,0,2,0,3,1,6,2,402,176000
782,7153,6,1992,Gable,761,Y,810,793,2,1,3,1,7,2,484,175900
783,16285,7,2001,Gable,1413,Y,1430,0,2,0,3,1,6,2,605,187100
784,9101,5,1978,Gable,1097,Y,1110,0,1,0,1,1,4,2,602,165500
785,6300,6,1914,Gable,742,Y,742,742,2,0,3,1,9,0,0,128000
786,9790,6,1967,Gable,1372,Y,1342,0,2,0,3,1,7,2,457,161500
787,10800,5,1915,Gable,686,Y,966,686,2,0,4,1,7,1,416,139000
788,10142,7,2004,Gable,956,Y,956,1128,2,1,4,1,8,2,618,233000
789,6000,4,1954,Gable,901,Y,901,0,1,0,2,1,4,1,281,107900
790,12205,6,1966,Gable,832,Y,976,1111,2,1,5,1,9,2,444,187500
791,3182,7,2005,Gable,1145,Y,1145,0,2,0,2,1,5,2,397,160200
792,11333,6,1976,Gable,1029,Y,1062,0,1,0,3,1,5,2,539,146800
793,9920,7,1996,Gable,1117,Y,1127,886,2,1,3,1,8,2,455,269790
794,9158,8,2007,Gable,1496,Y,1496,0,2,0,3,1,7,2,474,225000
795,10832,7,1994,Gable,712,Y,1086,809,2,1,3,1,7,2,409,194500
796,8400,6,1980,Gable,650,Y,888,676,2,1,3,1,7,2,476,171000
797,8197,6,1977,Gable,660,Y,1285,0,1,1,3,1,7,2,528,143500
798,7677,5,1953,Gable,773,Y,773,0,1,0,2,1,4,1,240,110000
799,13518,9,2008,Hip,1926,Y,1966,1174,3,1,4,1,11,3,820,485000
800,7200,5,1937,Gable,731,Y,981,787,1,1,3,1,7,1,240,175000
801,12798,6,1997,Gable,616,Y,616,1072,2,1,4,1,8,2,603,200000
802,4800,4,1916,Gable,1196,Y,1196,0,1,0,2,1,5,2,440,109900
803,8199,7,2005,Gable,728,Y,728,728,2,1,3,1,7,2,410,189000
804,13891,9,2008,Hip,1734,Y,1734,1088,3,1,4,1,12,3,1020,582933
805,9000,5,1954,Gable,936,Y,1128,0,1,0,2,1,5,1,286,118000
806,12274,7,2008,Gable,1417,Y,1428,0,2,0,3,1,6,2,554,227680
807,9750,5,1967,Gable,980,Y,980,0,2,0,3,1,6,1,384,135500
808,21384,5,1923,Gable,1324,Y,1072,504,1,1,3,1,6,2,528,223500
809,13400,5,1966,Gable,1024,Y,1086,0,1,0,3,1,6,2,484,159950
810,8100,5,1898,Hip,849,N,1075,1063,2,0,2,3,11,2,360,106000
811,10140,6,1974,Hip,1040,Y,1309,0,1,1,3,1,5,2,484,181000
812,4438,6,2004,Gable,848,Y,848,0,1,0,1,1,4,2,420,144500
813,8712,5,1952,Hip,540,N,1044,0,1,0,2,1,4,2,504,55993
814,9750,6,1958,Gable,1442,Y,1442,0,1,1,4,1,7,1,301,157900
815,8248,5,1918,Gable,686,Y,686,564,1,1,3,1,7,1,280,116000
816,12137,7,1998,Gable,1649,Y,1661,0,2,0,3,1,6,2,598,224900
817,11425,5,1954,Gable,1008,Y,1008,0,1,0,2,1,4,1,275,137000
818,13265,8,2002,Hip,1568,Y,1689,0,2,0,3,1,7,3,857,271000
819,8816,6,1971,Gable,1010,Y,1052,0,1,0,3,1,6,2,440,155000
820,6371,7,2009,Gable,1358,Y,1358,0,2,0,2,1,6,2,484,224000
821,7226,7,2003,Gable,798,Y,798,842,2,1,3,1,6,2,595,183000
822,6000,4,1953,Gable,936,N,936,0,1,0,2,1,4,2,576,93000
823,12394,7,2003,Gable,847,Y,847,886,2,1,3,1,7,2,433,225000
824,9900,6,1940,Gable,778,Y,944,545,2,0,3,1,7,1,240,139500
825,11216,8,2006,Gable,1489,Y,1489,0,2,0,3,1,7,2,776,232600
826,14803,10,2007,Hip,2078,Y,2084,0,2,0,2,1,7,3,1220,385000
827,6130,5,1924,Gable,784,Y,784,0,1,0,2,1,5,0,0,109500
828,8529,7,2001,Gable,1454,Y,1434,0,2,0,3,1,6,2,527,189000
829,28698,5,1967,Flat,1013,Y,1160,966,2,1,3,1,7,2,538,185000
830,2544,7,2005,Gable,600,Y,520,623,2,1,2,1,4,2,480,147400
831,11900,6,1957,Gable,1392,Y,1392,0,1,1,3,1,6,2,458,166000
832,3180,7,2005,Gable,600,Y,520,600,2,1,2,1,4,2,480,151000
833,9548,7,2003,Gable,941,Y,941,888,2,1,3,1,7,2,613,237000
834,10004,6,1964,Gable,1516,Y,1516,0,1,1,3,1,6,2,472,167000
835,7875,5,1961,Gable,1144,Y,1144,0,1,0,3,1,6,2,456,139950
836,9600,4,1950,Gable,1067,Y,1067,0,2,0,2,1,4,2,436,128000
837,8100,5,1948,Gable,1559,Y,1559,0,1,0,2,1,5,2,812,153500
838,1680,6,1973,Gable,483,Y,483,504,1,1,2,1,5,1,264,100000
839,9525,5,1995,Gable,1099,Y,1099,0,1,1,3,1,6,1,352,144000
840,11767,5,1946,Gable,768,Y,768,432,1,0,3,1,6,1,240,130500
841,12155,6,1925,Gable,672,N,810,672,2,0,4,1,7,1,400,140000
842,10440,5,1904,Gable,650,Y,958,581,2,0,3,1,8,2,686,157500
843,9020,6,1966,Gable,1127,Y,1165,0,1,1,3,1,6,2,490,174900
844,8000,5,1961,Gable,1800,N,1800,0,2,0,6,2,10,0,0,141000
845,12665,5,1915,Gable,876,Y,876,540,1,1,4,1,7,3,720,153900
846,16647,5,1975,Gable,1390,Y,1701,0,2,0,3,1,6,2,611,171000
847,9317,7,1993,Gable,740,Y,1006,769,2,1,3,1,7,2,425,213000
848,15523,5,1972,Gable,864,Y,864,0,1,0,3,1,5,1,338,133500
849,45600,6,1908,Gable,907,Y,1307,1051,3,0,5,1,10,2,360,240000
850,9600,6,1976,Hip,528,Y,1094,761,2,1,3,1,7,2,512,187000
851,4435,6,2003,Gable,848,Y,848,0,1,0,1,1,3,2,420,131500
852,3196,8,2003,Gable,1273,Y,1456,0,2,0,2,1,7,2,400,215000
853,7128,7,1941,Gable,918,Y,918,728,2,0,4,1,7,1,240,164000
854,12095,6,1964,Gable,1127,Y,1445,0,1,1,3,1,7,2,645,158000
855,17920,5,1955,Hip,1763,Y,1779,0,1,1,3,1,6,2,454,170000
856,6897,5,1962,Gable,1040,Y,1040,0,1,1,3,1,6,1,260,127000
857,10970,6,1978,Gable,940,Y,1026,0,1,0,3,1,5,2,576,147000
858,8125,6,1994,Gable,702,Y,702,779,2,1,3,1,6,2,343,174000
859,10400,7,1976,Gable,1090,Y,1370,0,2,0,3,1,6,2,479,152000
860,11029,6,1968,Gable,1054,Y,1512,1142,2,1,4,1,9,2,619,250000
861,7642,7,1918,Gable,912,Y,912,514,1,1,3,1,7,1,216,189950
862,11625,5,1965,Hip,1039,Y,1039,0,1,1,3,1,6,2,504,131500
863,9672,6,1984,Hip,1040,Y,1097,0,2,0,3,1,6,2,480,152000
864,7931,5,1959,Hip,1148,Y,1148,0,1,0,3,1,6,1,672,132500
865,8640,7,2007,Gable,1372,Y,1372,0,2,0,3,1,6,2,529,250580
866,8750,5,1970,Gable,1002,Y,1002,0,1,0,3,1,5,2,902,148500
867,10656,8,2006,Gable,1638,Y,1646,0,2,0,3,1,6,3,870,248900
868,6970,4,1961,Gable,1040,Y,1120,0,1,1,3,1,5,2,544,129000
869,14762,5,1948,Gable,0,Y,1547,720,2,0,2,1,7,2,672,169000
870,9938,7,1993,Gable,1050,Y,1062,887,2,1,3,1,8,2,574,236000
871,6600,5,1962,Hip,894,N,894,0,1,0,2,1,5,1,308,109500
872,8750,6,1998,Gable,804,Y,804,878,2,1,3,1,7,2,523,200500
873,8892,5,1953,Gable,105,Y,910,0,1,0,3,1,5,2,414,116000
874,12144,5,1949,Gable,832,Y,1036,0,1,0,3,1,6,1,288,133000
875,5720,5,1941,Gable,676,Y,676,455,1,1,3,1,5,1,200,66500
876,9000,8,2007,Gable,1184,Y,1184,1426,2,1,4,1,11,2,550,303477
877,25286,4,1963,Gable,1064,Y,1040,0,1,0,3,1,5,2,648,132250
878,8834,9,2004,Hip,1462,Y,1462,762,2,1,4,1,10,3,738,350000
879,11782,5,1961,Gable,1109,Y,1155,0,1,0,3,1,6,2,576,148000
