Id,LotArea,OverallQual,YearBuilt,RoofStyle,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
1171,9880,6,1977,Gable,1096,Y,1118,0,1,0,3,1,6,1,358,171000
1172,9120,6,1958,Hip,1261,Y,1261,0,1,0,3,1,6,2,433,163000
1173,4017,7,2006,Gable,625,Y,625,625,2,1,2,1,5,2,625,171900
1174,18030,5,1946,Gable,1598,Y,1636,971,3,0,3,1,12,0,0,200500
1175,16560,6,1932,Gable,952,Y,1170,1175,2,1,4,1,9,2,360,239000
1176,10678,8,1992,Hip,1683,Y,2129,743,2,1,4,1,9,2,541,285000
1177,6951,5,1984,Gable,876,Y,923,0,1,0,3,1,5,1,264,119500
1178,3950,6,1926,Gable,818,Y,818,406,1,0,3,1,5,1,210,115000
1179,7681,5,1921,Gable,731,Y,820,523,1,1,3,1,7,1,186,154900
1180,8335,5,1954,Gable,0,Y,1124,0,1,0,3,1,5,0,0,93000
1181,11170,7,1990,Gable,1216,Y,1298,1216,2,1,4,1,8,2,693,250000
1182,5587,8,2008,Hip,1600,Y,1652,0,2,0,2,1,5,2,482,392500
1183,15623,10,1996,Hip,2396,Y,2411,2065,3,1,4,1,10,3,813,745000
1184,10800,5,1920,Hip,1120,Y,1130,0,1,0,2,1,5,2,720,120000
1185,35133,5,1963,Hip,1572,Y,1572,0,1,1,3,1,5,3,995,186700
1186,9738,5,1924,Gable,784,Y,949,272,1,0,4,1,7,1,392,104900
1187,10615,3,1900,Gable,978,Y,1014,685,2,0,3,2,7,2,420,95000
1188,12461,8,1994,Gable,1624,Y,1624,0,2,0,2,1,5,3,757,262000
1189,8935,7,2002,Gable,831,Y,831,829,2,1,3,1,7,2,493,195000
1190,7500,7,1999,Gable,994,Y,1028,776,2,1,3,1,7,2,442,189000
1191,32463,4,1961,Gable,1249,Y,1622,0,1,0,3,1,7,4,1356,168000
1192,2645,8,1999,Gable,776,Y,764,677,2,1,2,1,5,2,492,174000
1193,9600,5,1925,Gambrel,702,Y,842,630,1,0,3,1,6,1,250,125000
1194,4500,6,1999,Hip,1224,Y,1224,0,2,0,2,1,5,2,402,165000
1195,9364,6,1969,Gable,663,Y,663,689,1,1,4,1,7,1,299,158000
1196,8029,6,2005,Gable,728,Y,728,728,2,1,3,1,8,2,400,176000
1197,14054,7,2006,Gable,879,Y,879,984,2,1,4,1,9,3,660,219210
1198,8850,7,1916,Gable,815,Y,815,875,1,0,3,1,7,1,225,144000
1199,9100,7,2001,Gable,1212,Y,1212,0,2,0,3,1,6,2,573,178000
1200,11235,4,1963,Gable,1051,Y,1382,0,1,1,3,1,6,2,459,148000
1201,9353,4,1970,Gable,864,Y,864,0,1,0,3,1,5,1,280,116050
1202,10400,7,1998,Gable,866,Y,866,913,2,1,3,1,6,2,546,197900
1203,6000,5,1925,Gable,884,Y,884,464,1,0,3,1,5,1,216,117000
1204,9750,7,2000,Gable,1630,Y,1630,0,2,0,3,1,6,2,451,213000
1205,10140,5,1975,Gable,1056,Y,1074,0,1,1,3,1,6,2,495,153500
1206,14684,7,1990,Hip,2158,Y,2196,0,2,0,3,1,7,3,701,271900
1207,8900,4,1966,Gable,1056,Y,1056,0,1,0,2,1,5,1,384,107000
1208,9135,6,2003,Gable,1682,Y,1700,0,2,0,3,1,7,2,544,200000
1209,7763,5,1962,Gable,931,Y,1283,0,1,0,3,1,6,2,506,140000
1210,10182,8,2006,Hip,1660,Y,1660,0,2,0,3,1,8,2,500,290000
1211,11218,6,1992,Gable,1055,Y,1055,790,2,1,3,1,8,2,462,189000
1212,12134,8,1988,Gable,559,Y,1080,672,2,0,4,1,8,2,492,164000
1213,9340,4,1941,Hip,672,Y,672,0,1,0,2,1,4,1,234,113000
1214,10246,4,1965,Gable,648,Y,960,0,0,0,0,1,3,1,364,145000
1215,10205,5,1962,Gable,925,Y,999,0,1,0,3,1,6,1,300,134500
1216,7094,5,1966,Gable,894,Y,894,0,1,0,3,1,5,1,384,125000
1217,8930,6,1978,Gable,0,Y,1318,584,2,0,4,2,8,2,539,112000
1218,8640,8,2009,Gable,1300,Y,1314,0,2,0,3,1,6,2,552,229456
1219,6240,4,1947,Gable,0,N,672,240,1,0,2,1,3,0,0,80500
1220,1680,6,1971,Gable,672,Y,672,546,1,1,3,1,7,0,0,91500
1221,7800,5,1964,Gable,912,Y,912,0,1,0,2,1,5,1,288,115000
1222,8250,5,1968,Hip,952,Y,1211,0,1,0,3,1,5,1,322,134000
1223,10496,6,1949,Gable,1040,Y,1168,678,2,0,3,1,7,1,315,143000
1224,10680,5,1951,Hip,2136,N,2136,0,2,0,4,1,7,2,528,137900
1225,15384,7,2004,Gable,788,Y,788,702,2,1,3,1,8,2,388,184000
1226,10482,6,1958,Hip,588,Y,1138,0,1,0,3,1,6,1,264,145000
1227,14598,6,2007,Gable,894,Y,894,1039,2,1,4,1,9,3,668,214000
1228,8872,5,1965,Gable,912,Y,912,0,1,0,2,1,5,2,576,147000
1229,8769,9,2008,Hip,1702,Y,1702,0,1,1,1,1,7,3,1052,367294
1230,7910,5,1960,Hip,1075,Y,1507,0,2,0,4,1,7,1,404,127000
1231,18890,5,1977,Shed,1361,Y,1361,1259,2,2,4,2,12,2,600,190000
1232,7728,5,1962,Hip,1106,Y,1190,0,1,0,3,1,6,2,540,132500
1233,9842,4,1962,Gable,0,Y,1224,0,2,0,2,2,6,2,462,101800
1234,12160,5,1959,Hip,1188,Y,1188,0,1,0,3,1,6,2,531,142000
1235,8525,5,1911,Gable,940,N,1024,940,1,1,4,1,7,0,0,130000
1236,13132,5,1914,Gable,747,Y,892,892,1,1,4,1,9,1,180,138887
1237,2628,7,2003,Gable,764,Y,764,862,2,1,2,1,6,2,474,175500
1238,12393,7,2004,Gable,847,Y,847,1101,2,1,4,1,8,2,434,195000
1239,13072,6,2005,Gable,1141,Y,1141,0,1,1,3,1,6,2,484,142500
1240,9037,8,2006,Hip,1476,Y,1484,0,2,0,2,1,6,2,472,265900
1241,8158,7,2003,Gable,884,Y,884,884,2,1,3,1,8,2,543,224900
1242,9849,7,2007,Hip,1689,Y,1689,0,2,0,3,1,7,3,954,248328
1243,10625,7,1974,Gable,1053,Y,1173,0,2,0,3,1,6,2,528,170000
1244,13891,10,2006,Gable,2076,Y,2076,0,2,1,2,1,7,3,850,465000
1245,11435,8,1929,Gable,792,Y,792,725,1,0,3,1,7,2,400,230000
1246,12090,6,1984,Hip,585,Y,1140,728,3,1,3,1,7,2,477,178000
1247,8125,7,2005,Gable,756,Y,756,797,2,1,3,1,6,2,615,186500
1248,12328,6,1976,Gable,1012,Y,1034,0,1,0,3,1,6,3,888,169900
1249,9600,6,1917,Gable,735,N,1134,924,1,1,3,1,8,2,396,129500
1250,7200,5,1950,Gable,876,Y,988,0,1,0,3,1,6,1,276,119000
1251,11160,7,1968,Hip,2110,Y,2110,0,2,1,3,1,8,2,522,244000
1252,3136,7,2003,Gable,1405,Y,1405,0,2,0,2,1,6,2,478,171750
1253,9858,5,1968,Gable,864,Y,874,0,1,0,3,1,5,1,288,130000
1254,17542,7,1974,Gable,1192,Y,1516,651,2,1,3,1,9,2,518,294000
1255,6931,7,2003,Gable,746,Y,760,896,2,1,3,1,7,2,397,165400
1256,6240,6,1931,Gable,884,Y,959,408,1,0,3,1,6,1,560,127500
1257,14303,8,1994,Hip,1986,Y,1987,0,2,0,2,1,7,2,691,301500
1258,4060,5,1922,Gable,864,Y,864,0,1,0,2,1,4,0,0,99900
1259,9587,7,2005,Gable,856,Y,1166,0,2,0,2,1,5,2,400,190000
1260,9750,6,1969,Gable,1054,Y,1054,0,1,1,3,1,6,2,460,151000
1261,24682,6,1999,Gable,841,Y,892,783,2,1,3,1,7,2,502,181000
1262,9600,5,1956,Hip,1050,Y,1050,0,1,0,2,1,5,1,338,128900
1263,11250,4,1957,Gable,1104,Y,1104,684,1,0,5,1,8,1,304,161500
1264,13515,6,1919,Gambrel,764,Y,1060,764,1,0,3,1,8,2,520,180500
1265,4060,6,1998,Gable,1405,Y,1337,0,2,0,2,1,5,2,511,181000
1266,3735,7,1999,Hip,691,Y,713,739,2,1,3,1,6,2,506,183900
1267,10120,7,1910,Hip,925,N,964,925,1,1,4,2,9,1,308,122000
1268,13214,9,2008,Hip,2002,Y,2018,0,2,0,3,1,10,3,746,378500
1269,14100,8,1935,Gable,728,Y,1968,1479,3,1,4,1,11,3,1014,381000
1270,11344,5,1958,Gable,874,Y,874,650,1,1,3,1,7,1,315,144000
1271,23595,7,1979,Shed,1332,Y,1332,192,0,1,0,1,4,2,586,260000
1272,9156,6,1968,Hip,1489,Y,1489,0,2,0,3,1,7,2,462,185750
1273,13526,5,1965,Hip,935,Y,935,0,1,0,3,1,5,1,288,137000
1274,11512,6,1959,Gable,1019,Y,1357,0,1,0,2,1,5,1,312,177000
1275,5362,5,1910,Gable,661,Y,661,589,2,0,3,1,8,2,552,139000
1276,11345,5,1948,Gable,928,Y,928,992,2,0,4,2,10,2,400,137000
1277,12936,6,1972,Gable,723,Y,735,660,1,1,3,1,6,2,497,162000
1278,17871,6,1967,Gable,1680,Y,1724,0,1,1,3,1,7,2,480,197900
1279,9473,8,2002,Gable,1128,Y,1128,903,2,1,3,1,7,2,577,237000
1280,7500,4,1920,Gable,698,Y,698,430,1,0,2,1,6,2,528,68400
1281,9808,7,2002,Gable,1573,Y,1573,0,2,0,3,1,6,2,544,227000
1282,8049,7,1990,Hip,1309,Y,1339,0,2,0,2,1,6,2,484,180000
1283,8800,5,1977,Gable,1040,Y,1040,0,2,0,3,1,5,2,484,150500
1284,9400,6,1971,Mansard,912,Y,912,912,2,2,4,2,8,0,0,139000
1285,9638,6,1919,Gable,804,Y,1699,748,2,0,4,1,10,1,336,169000
1286,6000,6,1939,Gable,780,Y,825,587,1,0,4,1,6,1,280,132500
1287,9790,6,1963,Hip,1328,Y,1328,0,1,1,3,1,6,2,528,143000
1288,36500,5,1964,Gable,1624,Y,1582,0,2,0,4,1,7,2,390,190000
1289,5664,8,2000,Gable,1501,Y,1659,0,2,0,2,1,5,2,499,278000
1290,11065,8,2006,Gable,1085,Y,1120,850,2,1,3,1,8,3,753,281000
1291,14112,5,1964,Hip,1152,Y,1152,0,1,0,3,1,6,2,484,180500
1292,1680,5,1972,Gable,630,Y,630,672,2,1,3,1,6,1,264,119500
1293,6600,5,1892,Gable,994,N,1378,994,2,0,4,2,11,1,432,107500
1294,10140,7,1976,Gable,832,Y,832,832,2,1,4,1,8,2,528,162900
1295,8172,5,1955,Hip,864,Y,864,0,1,0,2,1,5,2,572,115000
1296,8400,5,1968,Hip,1052,Y,1052,0,1,1,3,1,5,1,288,138500
1297,8700,5,1963,Hip,1120,Y,1128,0,2,0,3,1,6,2,525,155000
1298,3675,6,2005,Gable,547,Y,1072,0,2,0,2,1,5,2,525,140000
1299,63887,10,2008,Hip,6110,Y,4692,950,2,1,3,1,12,2,1418,160000
1300,7500,5,1959,Hip,1246,Y,1246,0,1,1,3,1,6,1,305,154000
1301,10762,7,1999,Gable,978,Y,1005,978,2,1,3,1,9,2,490,225000
1302,7500,6,1942,Gable,771,Y,753,741,1,0,3,1,7,1,213,177500
1303,10120,8,1994,Hip,1165,Y,1203,1323,2,1,4,1,8,3,844,290000
1304,8688,7,2005,Gable,1616,Y,1616,0,2,0,3,1,7,3,834,232000
1305,3363,7,2004,Gable,976,Y,976,732,2,0,3,1,7,2,380,130000
1306,13173,9,2006,Hip,1652,Y,1652,0,2,0,2,1,6,2,840,325000
1307,6955,7,2005,Gable,1368,Y,1368,0,2,0,2,1,6,2,474,202500
1308,8072,5,1994,Gable,990,Y,990,0,1,0,3,1,5,2,480,138000
1309,12000,5,1948,Gable,924,Y,1122,0,1,0,2,1,6,2,528,147000
1310,7153,6,1991,Gable,1278,Y,1294,0,2,0,3,1,6,2,496,179200
1311,17500,7,1959,Gable,1902,Y,1902,0,2,0,3,1,7,2,567,335000
1312,8814,7,2005,Gable,1274,Y,1274,0,2,0,3,1,6,2,508,203000
1313,9572,8,1990,Gable,1453,Y,1453,1357,2,1,4,1,9,2,750,302000
1314,14774,9,1999,Gable,1393,Y,1422,1177,2,1,4,1,10,3,779,333168
1315,8190,4,1954,Hip,948,Y,948,0,1,0,3,1,5,1,280,119000
1316,11075,6,1969,Gable,952,Y,1092,1020,2,1,4,1,9,2,576,206900
1317,10226,8,2008,Gable,1622,Y,1630,0,2,0,3,1,8,3,860,295493
1318,4230,7,2006,Gable,1352,Y,1352,0,2,0,2,1,5,2,466,208900
1319,14781,8,2001,Hip,1753,Y,1787,0,2,0,3,1,7,3,748,275000
1320,10215,4,1954,Hip,864,Y,948,0,1,0,3,1,5,1,248,111000
1321,8400,6,1957,Hip,1478,Y,1478,0,1,1,3,1,6,2,442,156500
1322,6627,3,1949,Hip,0,N,720,0,1,0,2,1,4,1,287,72500
1323,10186,7,1992,Gable,750,Y,1061,862,2,1,3,1,8,2,564,190000
1324,5330,4,1940,Hip,420,Y,708,0,1,0,2,1,5,0,0,82500
1325,9986,8,2006,Gable,1795,Y,1795,0,2,0,2,1,7,3,895,147000
1326,3636,4,1922,Gable,796,N,796,0,1,0,2,1,5,0,0,55000
1327,4270,3,1931,Gable,544,Y,774,0,1,0,3,1,6,0,0,79000
1328,6600,5,1982,Gable,816,Y,816,0,1,0,3,1,5,1,264,130500
1329,10440,6,1920,Gable,1510,Y,1584,1208,2,0,5,1,8,2,520,256000
1330,9084,7,1998,Hip,935,Y,955,677,2,1,3,1,8,2,462,176500
1331,10000,8,2006,Hip,1588,Y,1588,0,2,0,3,1,7,3,825,227000
1332,10780,5,1976,Gable,911,Y,954,0,1,0,3,1,6,2,576,132500
1333,8877,4,1938,Gable,816,Y,816,0,1,0,2,1,3,1,288,100000
1334,7200,5,1938,Gable,803,Y,803,557,1,1,2,1,6,1,297,125500
1335,2368,5,1970,Gable,765,Y,765,600,1,1,3,1,7,2,440,125000
1336,9650,6,1977,Gable,1350,Y,1334,0,2,0,2,1,6,2,630,167900
1337,9246,5,1973,Gable,1656,Y,1656,0,2,0,4,2,8,2,506,135000
1338,4118,4,1941,Gable,693,N,693,0,1,0,2,1,4,0,0,52500
1339,13450,7,2002,Gable,916,Y,920,941,2,1,3,1,8,2,492,200000
1340,9560,5,1972,Hip,864,Y,864,0,1,0,3,1,5,1,288,128500
1341,8294,4,1971,Gable,858,Y,872,0,1,0,3,1,5,4,480,123000
1342,13695,6,2003,Gable,1114,Y,1114,0,1,0,3,1,6,2,576,155000
1343,9375,8,2002,Gable,1284,Y,1284,885,2,1,3,1,7,2,647,228500
1344,7558,6,1928,Gable,896,Y,1172,741,1,1,3,1,9,2,342,177000
1345,11103,7,2006,Gable,728,Y,728,728,2,1,3,1,8,2,440,155835
1346,6000,4,1920,Hip,960,Y,960,0,1,0,2,1,5,1,308,108500
1347,20781,7,1968,Hip,1568,Y,2156,0,2,0,3,1,9,2,508,262500
1348,15306,8,2006,Gable,1732,Y,1776,0,2,0,3,1,7,3,712,283463
1349,16196,7,1998,Gable,1482,Y,1494,0,2,0,3,1,5,2,514,215000
1350,5250,8,1872,Gable,684,N,938,1215,2,0,4,1,8,0,0,122000
1351,11643,5,1969,Gable,1248,Y,1338,1296,2,2,6,2,12,4,968,200000
1352,9247,6,1962,Gable,858,Y,858,858,1,1,4,1,8,2,490,171000
1353,6000,6,1937,Gable,698,Y,786,390,1,0,2,1,4,2,624,134900
1354,14720,8,1995,Hip,2033,Y,2053,1185,2,1,4,1,9,3,666,410000
1355,10316,7,2000,Gable,992,Y,992,873,2,1,3,1,7,3,839,235000
1356,10192,7,1968,Gable,570,Y,1222,698,3,0,4,1,8,2,487,170000
1357,9477,5,1966,Gable,864,Y,892,0,1,0,3,1,5,1,264,110000
1358,12537,5,1971,Gable,1078,Y,1078,0,1,1,3,1,6,2,500,149900
1359,2117,6,2000,Gable,756,Y,769,804,2,1,3,1,5,2,440,177500
1360,16737,9,2004,Hip,1980,Y,1980,0,2,0,3,1,8,3,770,315000
1361,9842,5,1921,Gable,612,Y,990,1611,3,1,4,1,8,2,621,189000
1362,16158,7,2005,Hip,1530,Y,1530,0,2,0,3,1,7,2,430,260000
1363,12513,4,1920,Gable,715,Y,1281,457,2,0,4,1,7,1,368,104900
1364,8499,6,2006,Gable,616,Y,616,796,2,1,3,1,6,2,432,156932
1365,3180,7,2005,Gable,600,Y,520,600,2,1,2,1,4,2,480,144152
1366,7500,7,2000,Gable,814,Y,814,860,2,1,3,1,7,2,663,216000
1367,9179,7,1999,Gable,873,Y,882,908,2,1,3,1,7,2,588,193000
1368,2665,5,1977,Gable,757,Y,925,550,2,0,4,1,6,1,336,127000
1369,4435,6,2003,Gable,848,Y,848,0,1,0,1,1,4,2,420,144000
1370,10635,8,2003,Hip,1657,Y,1668,0,2,0,3,1,8,2,502,232000
1371,5400,4,1920,Gable,840,Y,840,534,1,0,2,1,6,1,338,105000
1372,9600,6,1955,Hip,992,Y,1661,0,1,0,3,1,8,1,377,165500
1373,9750,7,1998,Gable,1108,Y,1108,989,2,1,3,1,8,2,583,274300
1374,11400,10,2001,Hip,2633,Y,2633,0,2,1,2,1,8,3,804,466500
1375,10625,7,2005,Gable,1026,Y,1026,932,2,1,3,1,9,3,936,250000
1376,10991,8,2007,Gable,1571,Y,1571,0,2,0,3,1,7,3,722,239000
1377,6292,6,1930,Gable,768,N,790,0,1,0,2,1,4,1,160,91000
1378,10998,5,1941,Gable,984,Y,984,620,2,0,3,1,6,2,660,117000
1379,1953,6,1973,Gable,483,Y,483,504,1,1,2,1,5,1,264,83000
1380,9735,5,2006,Gable,384,Y,754,640,2,1,3,1,7,2,400,167500
1381,8212,3,1914,Gable,864,N,864,0,1,0,2,1,5,1,200,58500
1382,12925,6,1970,Gable,1205,Y,2117,0,2,1,4,1,7,2,550,237500
1383,7200,7,1920,Hip,596,Y,998,764,1,1,4,1,8,2,576,157000
1384,25339,5,1918,Gable,816,Y,1416,0,2,0,3,1,7,2,576,112000
1385,9060,6,1939,Gable,560,Y,698,560,1,0,2,1,6,1,280,105000
1386,5436,4,1922,Gable,796,Y,796,358,1,0,3,1,7,1,240,125500
1387,16692,7,1978,Gable,1392,Y,1392,1392,3,1,5,1,12,2,564,250000
1388,8520,6,1916,Gable,714,N,1664,862,2,0,5,1,10,1,216,136000
1389,14892,9,2006,Gable,1746,Y,1746,0,2,0,3,1,7,3,758,377500
1390,6000,6,1941,Gable,735,Y,869,349,1,0,3,1,6,2,440,131000
1391,9100,7,2000,Gable,1525,Y,1525,0,2,0,3,1,6,2,541,235000
1392,8944,5,1967,Gable,1584,Y,1584,0,2,0,4,2,8,3,792,124000
1393,7838,5,1967,Gable,864,Y,900,0,1,0,3,1,6,1,288,123000
1394,10800,6,1905,Gable,482,N,1221,691,2,0,3,2,7,2,672,163000
1395,4045,7,2006,Hip,1356,Y,1500,0,2,0,2,1,6,3,648,246578
1396,12665,8,2005,Hip,1094,Y,1133,1349,2,1,4,1,9,3,642,281213
1397,57200,5,1948,Gable,747,Y,1687,0,1,0,3,1,7,2,572,160000
1398,6120,5,1920,Gable,939,Y,939,574,1,1,4,1,8,1,180,137500
1399,7200,5,1950,Gable,1208,Y,1136,768,1,1,3,1,7,1,240,138000
1400,6171,6,1925,Gable,976,Y,1160,448,2,1,3,1,7,1,216,137450
1401,6000,6,1929,Gable,862,Y,950,208,1,0,3,1,5,1,208,120000
1402,7415,6,2004,Gable,839,Y,864,729,2,1,3,1,8,2,398,193000
1403,6762,7,2006,Gable,1286,Y,1294,0,2,0,2,1,6,2,662,193879
1404,15256,8,2007,Gable,1485,Y,1464,0,2,0,3,1,6,3,754,282922
1405,10410,3,1915,Gable,672,Y,694,520,1,0,3,1,6,3,936,105000
1406,3842,8,2004,Hip,1594,Y,1646,0,2,0,2,1,5,2,482,275000
1407,8445,5,1972,Gable,768,Y,768,0,1,0,2,1,5,2,396,133000
1408,8780,5,1985,Gable,833,Y,833,0,1,0,3,1,5,0,0,112000
1409,7740,4,1910,Gable,622,Y,741,622,1,0,3,1,6,2,528,125500
1410,20544,7,1986,Gable,791,Y,1236,857,2,1,3,1,7,2,542,215000
1411,12420,7,2001,Gable,944,Y,944,896,2,1,3,1,6,2,622,230000
1412,9600,6,1950,Gable,856,Y,1112,556,1,1,3,1,6,1,271,140000
1413,7200,4,1949,Gable,0,N,1040,0,2,0,2,2,6,2,420,90000
1414,10994,8,2005,Gable,1844,Y,1844,0,2,0,2,1,7,2,620,257000
1415,13053,6,1923,Gambrel,833,Y,1053,795,1,1,4,1,8,2,370,207000
1416,3635,7,2007,Hip,1386,Y,1569,0,2,0,1,1,7,3,660,175900
1417,11340,4,1885,Gable,777,Y,1246,1044,2,0,4,2,11,2,560,122500
1418,16545,8,1998,Gable,1284,Y,1310,1140,2,1,3,1,7,3,1069,340000
1419,9204,5,1963,Gable,1144,Y,1144,0,1,1,3,1,6,1,336,124000
1420,16381,6,1969,Gable,1844,Y,1844,0,2,0,3,1,7,2,540,223000
1421,11700,6,1968,Gable,708,Y,708,708,2,1,3,1,7,2,776,179900
1422,4043,6,1977,Gable,1069,Y,1069,0,2,0,2,1,4,2,440,127500
1423,4435,6,2003,Gable,848,Y,848,0,1,0,1,1,3,2,420,136500
1424,19690,6,1966,Flat,697,Y,1575,626,2,0,4,1,8,2,432,274970
1425,9503,5,1958,Hip,1024,Y,1344,0,1,0,2,1,6,1,484,144000
1426,10721,6,1959,Hip,1252,Y,1252,0,1,0,3,1,7,2,528,142000
1427,10944,7,1994,Gable,1223,Y,1223,904,2,1,3,1,5,2,525,271000
1428,10930,5,1945,Gable,913,Y,1048,510,1,1,3,1,6,1,288,140000
1429,7200,5,1940,Gable,788,Y,804,0,1,0,2,1,4,1,240,119000
1430,12546,6,1981,Gable,1440,Y,1440,0,2,0,3,1,7,2,467,182900
1431,21930,5,2005,Gable,732,Y,734,1104,2,1,4,1,7,2,372,192140
1432,4928,6,1976,Gable,958,Y,958,0,2,0,2,1,5,2,440,143750
1433,10800,4,1927,Gable,656,Y,968,0,2,0,4,1,5,1,216,64500
1434,10261,6,2000,Gable,936,Y,962,830,2,1,3,1,8,2,451,186500
1435,17400,5,1977,Gable,1126,Y,1126,0,2,0,3,1,5,2,484,160000
1436,8400,6,1962,Gable,1319,Y,1537,0,1,1,3,1,7,2,462,174000
1437,9000,4,1971,Gable,864,Y,864,0,1,0,3,1,5,2,528,120500
1438,12444,8,2008,Hip,1932,Y,1932,0,2,0,2,1,7,3,774,394617
1439,7407,6,1957,Gable,912,Y,1236,0,1,0,2,1,6,2,923,149700
1440,11584,7,1979,Hip,539,Y,1040,685,2,1,3,1,6,2,550,197000
1441,11526,6,1922,Gable,588,Y,1423,748,2,0,3,1,11,2,672,191000
1442,4426,6,2004,Gable,848,Y,848,0,1,0,1,1,3,2,420,149300
1443,11003,10,2008,Gable,1017,Y,1026,981,2,1,3,1,10,3,812,310000
1444,8854,6,1916,Gable,952,N,952,0,1,0,2,1,4,1,192,121000
1445,8500,7,2004,Gable,1422,Y,1422,0,2,0,3,1,7,2,626,179600
1446,8400,6,1966,Gable,814,Y,913,0,1,0,3,1,6,1,240,129000
1447,26142,5,1962,Gable,1188,Y,1188,0,1,0,3,1,6,1,312,157900
1448,10000,8,1995,Gable,1220,Y,1220,870,2,1,3,1,8,2,556,240000
1449,11767,4,1910,Gable,560,N,796,550,1,1,2,1,6,1,384,112000
1450,1533,5,1970,Gable,630,Y,630,0,1,0,1,1,3,0,0,92000
1451,9000,5,1974,Gable,896,Y,896,896,2,2,4,2,8,0,0,136000
1452,9262,8,2008,Gable,1573,Y,1578,0,2,0,3,1,7,3,840,287090
1453,3675,5,2005,Gable,547,Y,1072,0,1,0,2,1,5,2,525,145000
1454,17217,5,2006,Gable,1140,Y,1140,0,1,0,3,1,6,0,0,84500
1455,7500,7,2004,Gable,1221,Y,1221,0,2,0,2,1,6,2,400,185000
1456,7917,6,1999,Gable,953,Y,953,694,2,1,3,1,7,2,460,175000
1457,13175,6,1978,Gable,1542,Y,2073,0,2,0,3,1,7,2,500,210000
1458,9042,7,1941,Gable,1152,Y,1188,1152,2,0,4,1,9,1,252,266500
1459,9717,5,1950,Hip,1078,Y,1078,0,1,0,2,1,5,1,240,142125
1460,9937,5,1965,Gable,1256,Y,1256,0,1,1,3,1,6,1,276,147500
