,x_coordinate,y_coordinate
0,33.875528010208775,44.89342094946078
1,38.208747889149606,41.11632695012222
2,35.740587879668375,57.41800587821296
3,32.54696342954206,57.21808248658115
4,62.06314582832662,47.19694447881652
5,53.769683890896005,35.9519591663506
6,32.49035021952977,42.0218536061098
7,55.3252017626829,52.548322206341886
8,68.10254176198403,52.31212455866878
9,53.283123547122216,31.63628689308561
10,67.71803005072717,47.605248069586594
11,32.845502853646536,54.23496141308666
12,61.78083409365266,60.824987602248825
13,62.072467329911454,65.23558661122223
14,37.2423104965403,48.237577085508796
15,48.39279681160971,67.52456486435298
16,35.48978845302275,54.10211413900534
17,65.60854565818534,51.8513512002574
18,38.02888393506392,39.82817720810414
19,65.49367503080025,44.28386899368546
20,41.60372438786939,60.21348801168716
21,48.41398475297436,45.355137861258946
22,41.81966990296046,35.81066078526795
23,51.769182700772454,56.95992181229278
24,45.179950587632945,61.05673695261803
25,38.02218596797351,44.34557019681759
26,56.37185205882892,49.53371077686823
27,52.05250382127925,57.76601797690635
28,44.24373638076516,41.7427565034216
29,40.33281190433085,52.07742896956642
30,53.59657550320356,55.58701182345966
31,45.872652957168775,43.81629666563168
32,54.000011702824835,61.46690780645113
33,52.6886879008935,44.3775923583563
34,53.25422917515853,44.722751130263774
35,63.54212627168273,47.98225455002846
36,65.38884629108937,47.73690085784043
37,49.7331204244559,46.049823776856826
38,48.58080531427996,56.78708412569725
39,48.03000662249777,56.60380297058407
40,44.667125096576456,61.716042124809185
41,65.30935895573465,56.52781556973503
42,40.58584806552085,45.81317068292476
43,43.935337781568315,49.107768819361304
44,32.873749638659994,41.14505631914088
45,43.17638645624066,64.84595736862047
46,61.44735547191348,62.46952021318698
47,47.902126357633676,58.299124711890485
48,47.572750544262746,48.533208073849394
49,50.65221646915222,48.79467674278415
50,45.446521013813914,40.65821117776538
51,48.17757170967687,30.466588286384656
52,50.11893027842959,65.1805398242621
53,37.33082580526986,41.73000679928131
54,53.28605844737083,69.24321762302908
55,32.606017427486364,56.00106984258167
56,46.59545711595761,39.63738121453994
57,54.91413224060491,38.404587085375475
58,61.18758173081231,39.63915234786564
59,62.25623799525337,38.73957077928137
60,47.807103448547345,36.00996935366802
61,65.44265167099898,45.627290421255125
62,36.17446484734976,57.17020664932346
63,60.90339817677179,51.32130044599607
64,44.238116884086224,40.89880525190646
65,40.34232188761509,41.15484687210742
66,57.1991023845528,58.21497749474327
67,36.08806304674293,43.45728537166188
68,35.56663866798864,42.722747180257315
69,42.41968176650849,39.27124659372834
70,59.65269146405017,42.66172394093738
71,32.624629292084094,57.407147546037336
72,55.802169917560185,34.25546896017839
73,65.49918670396143,61.2946118575901
74,45.54670963865595,30.513927856422505
75,61.005369016634205,65.03769516099436
76,58.19939103997329,63.378856912574534
77,63.119317713784035,62.926205725335116
78,55.317083131439325,35.88019396665801
79,45.609472159593864,52.89656062679065
80,45.63141644596187,37.259020806758414
81,46.74818574516722,31.67028002331956
82,68.2835242879107,47.16555533297543
83,61.96714674680341,50.8823970375166
84,48.961046192567,41.77975390328266
85,45.37856387981091,49.38557057141355
86,50.841168640885435,52.58865855257825
87,52.56595620799083,40.89034885614024
88,39.13493120568782,65.91171887261399
89,48.991763726168436,46.57669291055369
90,58.05200857676577,63.5556821473357
91,41.37122590593515,45.45012239907503
92,64.3514005533457,43.705265331740556
93,35.02226785177038,46.58949706968058
94,48.60847434578881,38.91660455701806
95,42.6486493170514,55.46764508050404
96,57.584951487904185,67.89462117284727
97,49.08107020583896,36.02362380728002
98,51.426592405160875,59.985360625320176
99,62.315517190744416,54.70049854246623
100,26.840752816458078,82.72356822426191
101,26.951941203374947,77.9444363345605
102,32.5621398164603,75.40050306769567
103,27.108845406070458,68.91634077469779
104,20.77972887648475,72.84274950158657
105,34.64864231015485,74.71747015717696
106,27.334714397277274,70.61496974587016
107,38.63528805644043,76.12679437605598
108,27.362780877847065,80.60280864557596
109,22.25173068139633,70.19696261830036
110,23.561817911734813,68.23133122814531
111,28.6834020635391,83.83579386727436
112,33.84077612867423,83.97371742515891
113,28.223160262959322,70.71122298781704
114,38.08583937546411,72.22425104319395
115,29.88562783705242,79.61715461567954
116,28.408504942406417,74.81720151229194
117,31.72078699025845,81.28549433293101
118,25.21073980042423,79.839476126322
119,28.676889274075087,82.54505219682139
120,32.248620751649284,72.41216493735487
121,26.387527137544257,74.60395650171206
122,28.699010037068682,68.84261456484317
123,26.075497431739343,73.28936759848196
124,34.287109826660135,80.51600556553831
125,24.026824037174762,82.6396572856646
126,30.83187786615126,66.38754731793188
127,32.37571558869186,73.35737436223333
128,22.76230802134732,72.53759838415348
129,35.251223510448035,73.71960774659767
130,70.1823912319945,78.16166533096742
131,79.58988481728986,75.99349930565272
132,65.72716493320895,67.237386284613
133,68.48339899780753,82.50606008627572
134,76.4135846784469,77.72556254117448
135,79.26874522519233,73.68057342677461
136,64.84182258980695,83.33967752728628
137,71.11774101770646,84.67897397759208
138,78.34020407876903,71.78110971610965
139,63.61846310591197,68.1659101899457
140,67.53968320798616,83.8792565462558
141,69.1508780470645,74.22367681669748
142,67.79213380348288,78.1526834527262
143,76.87140430526,74.21207006805605
144,62.00437158352073,75.13106435618263
145,67.49125960815724,77.71960453281291
146,71.90747912630009,71.08256275442666
147,65.27576084118527,74.66344797163669
148,77.58529514762616,80.35559980446331
149,79.66066417912315,73.34017066404198
150,77.32463519764799,70.12614603304121
151,68.5790017971886,77.46797550765935
152,65.9764957476465,77.65232497035855
153,71.55575552204994,76.70948616089562
154,69.83671682593541,73.94355101042667
155,70.4943218813415,71.19864360817556
156,72.62743438217248,76.4341868745873
157,67.66970193136962,70.62890953003463
158,63.44559188910216,78.5744388997699
159,75.45783601312209,68.4489350236011